session_number,Customer ID,song_number,Date,Artist,Song
292,b919e0,9,2021-01-31T17:21:59.990400Z,The Little Mermaid,Under The Sea
292,b919e0,10,2021-01-31T17:24:00Z,Ed Sheeran,Perfect
292,b919e0,11,2021-01-31T17:26:00.009600Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
292,b919e0,12,2021-01-31T17:28:59.980800Z,Grease,You’re The One That I Want
292,b919e0,13,2021-01-31T17:30:59.990400Z,Camilla Cabello Ft. Young Thug,Havana
292,b919e0,14,2021-01-31T17:33:00Z,Loren Allred,Never Enough (The Greatest Showman)
293,3fdc46,1,2021-02-01T07:00:00.028800Z,Little Mix,Shout Out To My Ex
293,3fdc46,2,2021-02-01T07:03:00Z,Aladdin,A Whole New World
293,3fdc46,3,2021-02-01T07:05:59.971200Z,Ava Max,Sweet But Psycho
293,3fdc46,4,2021-02-01T07:09:00.028800Z,The Human League,Don’t You Want Me Baby
293,3fdc46,5,2021-02-01T07:12:00Z,Kesha,This Is Me (Greatest Showman)
293,3fdc46,6,2021-02-01T07:14:59.971200Z,The Lion King,Can You Feel The Love Tonight
294,5ddb51,1,2021-02-01T13:00:00.028800Z,Cher,Believe
294,5ddb51,2,2021-02-01T13:03:00Z,ABBA,Mamma Mia
295,a0a25c,1,2021-02-01T15:00:00Z,Journey,Don’t Stop Believin’
295,a0a25c,2,2021-02-01T15:02:59.971200Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
296,80244a,1,2021-02-01T16:59:59.971200Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
296,80244a,2,2021-02-01T17:03:00.028800Z,Bonnie Tyler,Total Eclipse Of The Heart
296,80244a,3,2021-02-01T17:06:00Z,Aladdin,A Whole New World
296,80244a,4,2021-02-01T17:08:59.971200Z,Queen,I Want To Break Free
297,707b62,1,2021-02-01T21:00:00Z,The Lion King,I Just Can’t Wait To Be King
298,cdda70,1,2021-02-01T22:00:00.028800Z,Estelle Ft. Kanye West,American Boy
298,cdda70,2,2021-02-01T22:03:00Z,Moana,How Far I’ll Go
298,cdda70,3,2021-02-01T22:05:59.971200Z,The Proclaimers,I’m Gonna Be (500 Miles)
298,cdda70,4,2021-02-01T22:09:00.028800Z,Kings Of Leon,Sex Is On Fire
298,cdda70,5,2021-02-01T22:11:00.038400Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
298,cdda70,6,2021-02-01T22:14:00.009600Z,Lil Nas X,Old Town Road
298,cdda70,7,2021-02-01T22:16:59.980800Z,Ike And Tina Turner,Proud Mary
298,cdda70,8,2021-02-01T22:18:59.990400Z,Bon Jovi,Livin’ On A Prayer
